LIMITBAL,AGE,PAY0,PAY1,PAY2,PAY3,PAY4,PAYMENT
200000,31,-2,-2,-2,-2,-1,0
340000,44,0,0,0,0,0,0
20000,44,0,-1,-1,0,0,0
20000,37,0,0,0,0,0,0
20000,33,1,2,2,2,2,0
220000,34,0,0,-1,-1,-1,0
20000,34,0,0,0,0,0,0
280000,30,-1,3,2,-1,-1,0
400000,49,-1,-1,-1,-1,-2,0
310000,45,0,0,0,0,0,0
30000,37,0,0,0,0,0,1
80000,38,0,0,0,0,0,0
10000,44,0,0,0,0,0,0
70000,47,0,0,0,0,0,0
390000,37,-2,-2,-2,-2,-2,0
340000,43,0,0,2,2,0,0
180000,41,1,2,2,2,2,1
100000,31,0,0,0,0,0,1
360000,37,-2,-2,-2,-2,-2,0
50000,44,0,0,0,2,0,0
360000,33,0,0,-1,-1,0,0
50000,39,0,0,0,0,0,0
150000,35,0,0,0,0,0,0
20000,30,0,0,0,0,-1,0
150000,44,0,0,0,0,0,1
50000,42,0,0,0,0,0,0
500000,40,-1,-1,0,0,0,0
280000,39,-2,-2,-2,-2,-2,0
270000,49,0,0,0,2,0,0
110000,42,0,0,2,2,0,0
280000,31,0,0,0,0,0,0
200000,33,-1,-1,-1,-1,0,0
30000,37,2,2,2,0,0,1
130000,44,0,0,0,0,0,0
440000,33,-1,-1,-1,-1,0,0
170000,37,1,2,0,0,0,0
50000,38,0,0,0,0,0,0
120000,40,-1,-1,0,0,0,0
500000,37,0,0,0,0,0,0
120000,31,-1,-1,-1,-1,-1,0
180000,33,0,0,0,0,0,0
350000,33,-2,-2,-2,-2,-2,1
20000,30,0,0,-1,0,0,0
160000,39,0,0,0,0,0,1
290000,37,-2,-2,-2,-2,-2,0
180000,30,-1,-1,-1,2,-1,0
200000,32,-1,-1,-1,-2,-2,1
210000,39,-1,-1,-1,-1,-1,0
70000,30,1,-1,0,0,0,0
280000,38,2,2,2,2,0,1
120000,31,1,-2,-2,-2,-2,1
260000,45,-1,-1,-2,-1,0,0
340000,31,0,0,0,0,0,0
260000,29,0,0,0,0,0,0
140000,29,0,0,0,0,0,0
140000,36,1,-1,0,0,0,0
200000,38,1,2,2,2,0,0
50000,43,0,0,0,0,0,1
130000,27,0,0,0,-2,-2,0
130000,27,0,0,0,-2,-2,0
50000,28,0,0,0,2,0,0
20000,28,0,0,0,2,0,0
390000,28,0,0,0,0,0,0
50000,28,2,2,2,2,2,0
30000,29,1,2,0,0,0,0
240000,33,-2,-1,0,0,0,0
180000,31,-1,-1,-1,-1,-1,0
420000,31,-2,-2,-2,-2,-2,0
120000,33,2,0,0,0,0,1
450000,34,-1,-1,-1,-1,-1,0
20000,34,0,0,0,-2,-2,1
360000,35,-2,-2,-2,-2,-2,1
350000,40,0,0,0,0,-1,0
180000,44,0,0,0,0,0,0
410000,41,0,0,0,0,-1,0
50000,36,0,0,0,0,0,0
430000,36,0,0,0,0,0,0
200000,48,-1,-1,-1,-1,0,0
180000,35,0,0,0,0,0,0
200000,35,0,0,0,0,-1,0
160000,35,2,2,2,0,0,1
100000,47,0,0,0,0,0,0
140000,44,2,0,0,0,0,1
120000,43,-1,-1,-2,-1,-1,0
360000,37,1,-1,-1,-1,-1,0
120000,41,0,0,0,0,0,1
310000,37,-1,-1,-1,-1,-1,0
180000,44,-2,-2,-2,-2,-2,0
160000,46,0,0,0,0,0,0
50000,48,2,0,0,0,0,1
300000,40,0,0,0,0,0,0
500000,43,0,0,0,0,0,0
230000,39,1,-1,2,0,0,0
300000,45,-1,-1,-1,2,-1,0
180000,41,-2,-2,-2,-2,-2,0
280000,45,-1,-1,-1,-1,-1,0
20000,47,-1,0,0,-2,-2,0
360000,37,-1,-1,-1,0,0,0
20000,37,0,0,0,0,0,0
250000,35,0,0,0,0,-1,0
120000,45,0,0,0,0,0,0
100000,44,2,2,0,0,0,0
50000,47,0,0,0,2,0,0
470000,31,-1,-1,2,-1,-1,0
80000,45,-1,-1,-1,-1,-1,0
110000,29,0,0,0,0,0,0
280000,30,0,0,0,0,0,0
200000,37,-2,-2,-2,-2,-2,0
170000,45,-1,0,0,0,0,0
60000,41,1,-1,0,0,0,0
180000,36,0,0,0,0,0,0
300000,43,-2,-2,-2,-2,-2,1
150000,40,0,0,0,0,0,1
210000,39,-2,-2,-2,-2,-2,0
50000,37,-1,0,0,0,0,0
50000,45,-1,-1,-1,-1,-1,1
300000,35,-2,-2,-2,-2,-2,0
80000,43,0,0,0,0,0,0
170000,31,0,-1,0,0,0,0
50000,44,0,0,0,0,0,0
140000,40,0,0,0,0,0,1
350000,36,0,0,-1,0,-1,1
20000,45,-1,-1,-1,-1,-2,0
170000,32,2,2,-2,-2,-2,1
20000,40,0,0,0,0,0,1
240000,44,0,0,0,0,0,0
50000,40,0,0,0,0,0,1
230000,41,0,0,0,0,0,1
100000,35,1,2,-1,-1,0,0
300000,45,-1,-1,-1,0,0,0
90000,42,0,0,0,0,-2,1
210000,32,0,0,0,0,0,0
50000,44,0,0,0,0,0,0
400000,46,0,0,0,0,0,0
300000,37,-2,-2,-2,-1,-1,0
150000,32,2,2,2,2,2,0
500000,35,2,0,0,-1,0,1
300000,38,1,-1,3,2,-1,1
300000,45,1,-2,-2,-2,-2,0
150000,33,-1,2,-1,-1,0,0
410000,32,0,0,0,0,0,0
80000,33,0,0,0,0,0,0
50000,33,0,0,-1,0,-1,0
140000,33,-2,-2,-2,-2,-2,0
150000,33,2,-1,-1,-2,-2,1
20000,33,0,0,0,0,0,0
200000,33,-1,-1,-1,0,-1,0
110000,42,0,0,0,0,0,0
230000,41,2,0,0,0,0,1
50000,49,1,2,2,2,2,1
50000,49,1,2,0,0,0,0
50000,49,-1,-1,-1,2,-1,0
310000,50,-1,-1,-1,-1,-1,0
10000,49,1,-1,-1,-1,-1,1
100000,50,2,3,2,2,3,0
700000,50,-2,-2,-2,-2,-2,0
330000,50,-2,-2,-2,-2,-2,0
300000,46,-1,-1,-1,-2,-1,0
500000,49,0,0,0,0,0,0
10000,51,1,-1,2,2,0,0
70000,50,0,0,0,0,0,0
110000,50,1,-1,0,0,0,0
250000,50,0,0,0,0,-2,0
550000,50,2,2,2,0,0,1
390000,47,-1,-1,-2,-1,-1,0
100000,51,2,2,0,0,0,0
20000,47,2,0,0,0,0,1
360000,50,0,0,0,-1,0,0
60000,50,-1,-1,-1,-1,0,0
150000,51,2,2,0,0,2,1
360000,49,0,0,0,0,0,0
50000,49,0,0,0,0,0,0
170000,50,1,2,2,2,2,0
300000,51,1,2,0,0,0,0
150000,51,-1,-1,-1,-1,-1,0
300000,51,-2,-2,-2,-2,-2,0
500000,57,-2,-2,-2,-2,-2,0
160000,57,-2,-2,-2,-2,-2,1
50000,54,2,0,0,0,0,0
10000,56,2,2,0,0,0,0
100000,54,2,2,2,3,2,1
300000,58,2,2,2,2,2,1
30000,57,0,0,0,0,0,1
90000,52,0,0,0,0,0,0
30000,53,0,0,0,0,0,0
140000,53,0,0,0,0,0,0
50000,53,0,0,0,0,0,0
100000,53,0,0,0,0,0,0
30000,49,0,0,0,0,0,0
160000,51,0,0,0,-2,-1,1
10000,57,0,0,0,2,2,0
170000,57,-1,-1,-1,-1,0,1
50000,48,0,0,0,0,0,0
500000,53,-1,2,2,-2,-1,0
500000,55,2,0,0,0,0,1
20000,59,3,2,3,3,2,1
20000,52,0,0,0,0,0,0
80000,54,0,0,0,0,0,1
500000,58,1,2,0,0,-1,0
20000,62,0,0,0,0,0,0
190000,56,0,0,0,0,0,0
160000,59,0,0,0,0,0,0
170000,51,0,0,0,0,0,1
80000,54,0,0,0,0,0,1
180000,57,0,0,0,0,0,0
50000,51,2,2,0,0,0,1
70000,62,6,5,4,3,2,0
20000,55,0,0,2,0,0,1
330000,48,-1,-1,-1,-1,0,0
330000,57,-2,-2,-2,-2,-2,0
320000,51,-2,-2,-2,-2,-2,0
140000,59,-1,-1,-1,-1,-1,0
20000,55,0,0,0,0,0,0
70000,53,-1,-1,-1,2,0,0
240000,67,0,0,0,0,0,0
460000,52,0,0,0,0,0,0
80000,56,0,0,0,0,0,1
20000,56,0,0,2,2,2,0
200000,54,0,0,0,2,0,1
200000,51,2,-1,-1,-1,-1,1
420000,53,-1,-1,-2,-2,-2,0
130000,54,0,0,0,0,-2,0
30000,53,1,-2,-1,2,0,1
110000,51,0,0,0,0,0,1
360000,51,-1,-1,-1,-1,0,0
50000,56,1,2,2,0,0,0
70000,54,0,0,0,0,0,0
420000,59,0,0,0,0,0,0
50000,57,0,0,0,0,0,0
450000,55,2,2,-2,-2,-2,1
50000,56,0,0,0,-1,0,0
20000,53,3,4,3,2,3,1
250000,51,3,2,2,2,2,1
20000,53,0,0,0,0,0,0
240000,57,0,0,0,0,0,0
50000,52,0,0,0,0,0,1
180000,65,0,-1,0,0,0,1
250000,71,0,0,0,0,0,0
30000,52,0,0,0,2,2,0
50000,55,0,0,0,0,0,1
20000,62,1,2,2,0,0,0
260000,52,0,0,0,0,0,1
130000,54,-1,-1,-1,-2,-1,0
490000,51,1,-2,-1,2,0,1
150000,52,2,2,2,2,2,1
30000,53,1,2,2,2,2,1
50000,54,1,-2,-2,-2,-2,1
330000,53,0,0,0,0,0,0
330000,52,0,0,0,0,0,0
140000,56,2,0,0,0,0,1
40000,55,1,-2,-2,-2,-2,1
360000,54,-2,-2,-2,-2,-2,0
80000,59,2,2,2,2,2,1
730000,56,0,0,0,0,0,0
180000,63,0,0,0,0,0,0
190000,64,0,0,0,2,0,0
50000,57,-1,-1,-1,-1,-1,0
230000,56,0,0,0,0,0,0
20000,53,0,0,0,0,0,0
130000,56,0,0,0,0,0,0
30000,53,-2,-2,-2,-2,-2,1
360000,57,1,-2,-1,-1,-1,0
100000,52,1,2,2,2,2,0
180000,55,0,0,0,0,0,0
210000,53,1,-1,2,-1,-1,0
340000,53,0,0,0,0,0,1
20000,52,0,0,-1,-1,-1,0
20000,52,-2,-2,-2,-2,-2,0
500000,54,0,0,0,0,0,0
360000,53,-2,-2,-2,-2,-2,0
50000,54,0,0,0,0,0,0
530000,54,-2,-2,-2,-2,-1,0
260000,59,-1,-1,-1,-1,-1,0
40000,50,1,2,0,-1,-1,1
30000,60,0,0,0,0,0,0
240000,55,1,4,3,2,2,1
320000,55,2,2,2,2,0,1
70000,61,3,2,2,0,0,0
200000,58,-1,2,2,-2,-2,0
360000,51,-1,-1,-1,-1,-1,0
110000,51,0,0,0,0,0,1
80000,52,1,2,2,2,0,1
200000,52,1,-2,-2,-2,-2,0
100000,56,-1,-1,-1,-1,-1,1
160000,53,-1,-1,-1,-1,-1,0
140000,55,1,-2,-2,-2,-2,1
300000,55,0,0,0,0,0,0
50000,59,1,2,0,0,0,0
50000,29,0,0,0,0,0,1
50000,29,0,0,0,0,0,0
50000,34,0,0,0,2,0,0
50000,38,0,0,-2,-2,-2,1
210000,29,-1,-1,-1,-1,-1,0
150000,26,0,0,0,0,0,0
190000,29,-2,-2,-2,-2,-2,0
80000,26,2,0,0,2,2,1
100000,28,0,0,0,0,-1,0
20000,27,0,0,0,0,0,0
400000,29,-2,-2,-2,-2,-2,0
100000,28,0,0,0,0,0,0
30000,22,0,0,2,0,0,0
150000,26,0,0,0,0,2,0
60000,24,0,0,0,0,0,1
140000,26,0,0,0,0,0,0
80000,25,0,0,0,0,0,0
200000,26,0,0,-2,-2,-1,0
410000,28,-2,-2,-2,-2,-2,0
50000,26,0,0,0,0,0,0
50000,25,2,2,2,2,2,1
100000,26,1,2,0,0,2,1
190000,24,0,-1,0,0,0,0
120000,27,2,2,2,2,2,1
20000,22,0,0,0,0,0,0
30000,22,1,2,0,0,0,0
20000,22,2,2,0,0,0,1
20000,22,0,0,0,0,0,1
80000,22,0,0,0,0,0,0
80000,23,-1,0,0,0,0,0
50000,23,-1,-1,-1,-1,-1,0
80000,23,2,2,2,0,0,1
50000,23,0,0,0,0,0,0
50000,24,-1,-1,-2,-1,-1,0
80000,24,-1,-1,-1,-1,-1,0
20000,24,1,2,3,2,0,1
70000,24,0,0,0,-1,0,0
130000,23,0,0,0,-2,-2,0
10000,21,2,2,3,2,0,1
50000,23,2,2,0,0,0,1
50000,23,0,0,2,0,0,0
20000,22,0,0,0,0,0,0
80000,22,-1,-1,-1,-1,-1,0
70000,23,0,0,0,0,0,1
10000,22,1,-2,-2,-2,-2,0
120000,23,0,0,2,0,0,0
20000,23,0,0,0,2,0,0
50000,23,-1,0,0,2,2,0
20000,24,0,0,0,0,0,0
40000,23,0,0,0,0,0,0
80000,23,0,0,0,0,0,0
20000,24,1,2,2,2,2,1
130000,24,0,0,0,0,0,0
100000,24,-1,-1,0,-1,-1,0
120000,24,0,0,0,0,0,0
50000,24,0,0,0,0,0,0
190000,24,0,0,0,0,0,0
50000,25,0,0,0,-1,-1,0
20000,54,2,0,0,2,2,0
50000,23,1,-1,-1,-2,-2,0
50000,23,0,0,0,2,2,0
80000,22,2,2,0,0,0,1
10000,22,2,0,0,0,-1,1
50000,22,0,0,0,0,0,0
50000,22,0,0,0,0,0,1
50000,23,2,0,0,0,0,0
20000,22,1,-2,-2,-2,-2,0
60000,27,2,2,0,0,0,1
50000,23,-1,0,0,2,0,0
50000,23,0,0,0,0,0,1
20000,21,-1,-1,2,2,-2,0
20000,23,0,0,3,2,0,1
80000,23,2,2,2,2,2,1
50000,24,0,-1,-1,2,2,1
120000,24,0,0,0,-2,-2,0
50000,24,0,0,0,0,0,0
110000,24,1,2,0,0,0,1
30000,24,1,2,2,0,0,0
110000,23,2,0,0,-1,0,1
20000,23,0,0,2,0,0,0
50000,23,0,0,0,0,0,0
50000,24,0,0,2,0,0,1
50000,24,0,0,0,0,0,0
20000,22,2,0,0,0,0,0
200000,36,0,0,0,0,0,0
30000,24,-1,0,0,0,0,0
130000,23,0,0,0,0,0,0
20000,24,0,-1,-1,0,-1,0
20000,23,-1,0,0,0,0,0
60000,23,0,0,0,0,2,0
30000,24,0,0,2,2,-2,0
30000,22,2,0,0,0,0,1
120000,24,0,0,0,0,0,0
30000,24,0,0,0,0,2,0
30000,24,0,0,0,0,0,0
60000,24,0,0,0,0,0,1
50000,25,0,0,0,0,0,1
30000,25,0,0,0,0,0,0
270000,25,-1,-1,-1,-1,-1,0
360000,25,0,0,0,0,0,0
450000,26,0,0,0,0,0,0
50000,25,-1,2,-1,-1,-1,0
50000,25,0,0,0,0,0,0
120000,25,0,0,0,0,0,0
40000,26,1,2,2,2,0,1
140000,24,0,0,0,0,0,0
200000,25,-2,-2,-2,-2,-2,0
30000,25,-1,-1,0,0,0,0
30000,25,0,0,0,0,0,0
30000,25,2,2,2,2,2,1
30000,25,0,0,0,2,0,0
110000,25,2,2,2,-1,-1,1
50000,24,1,2,2,2,2,0
130000,24,0,0,-1,0,0,0
50000,25,0,0,0,0,0,1
150000,25,0,0,0,0,0,0
30000,25,0,0,0,0,0,1
50000,23,0,0,0,0,0,0
20000,23,0,0,0,0,0,0
230000,24,0,0,2,0,0,0
280000,25,-2,-2,-2,-2,-2,0
50000,24,0,0,0,0,0,0
130000,23,0,0,0,0,0,0
20000,25,1,-1,-1,-1,-1,0
80000,26,0,0,0,0,0,0
100000,24,0,0,0,0,0,0
90000,24,2,0,0,2,0,1
20000,24,-1,-1,-1,-1,-1,0
140000,24,2,-1,-1,-1,-1,1
150000,24,-1,-1,-1,-1,-1,1
140000,24,2,0,0,0,2,0
50000,24,2,0,0,0,0,0
30000,24,1,-2,-1,0,0,0
110000,22,-2,-2,-2,-2,-2,0
80000,23,-1,-1,-2,-1,-1,0
30000,23,0,0,0,0,2,1
90000,23,0,0,0,-2,-1,0
80000,25,0,0,0,0,0,0
30000,25,3,2,2,2,2,1
20000,24,0,0,0,2,0,0
30000,24,0,0,0,0,0,0
80000,24,1,2,0,0,0,0
90000,23,0,0,0,0,-1,0
50000,25,0,0,0,0,0,0
20000,22,2,0,0,0,0,1
10000,22,0,0,0,0,0,0
80000,23,0,0,0,0,0,0
60000,25,0,0,0,0,0,1
50000,25,0,0,0,0,0,0
30000,22,0,0,0,0,0,0
30000,23,2,2,2,2,2,0
10000,24,0,0,0,0,0,0
50000,26,-1,-1,-2,-2,-1,0
290000,24,0,0,-2,-2,-1,0
100000,24,0,0,0,0,0,0
40000,26,2,2,2,2,2,1
130000,26,2,0,0,0,0,1
100000,26,0,0,0,0,0,0
360000,27,-2,-2,-2,-2,-2,0
110000,23,0,0,0,0,0,0
150000,23,0,0,0,0,0,0
100000,23,-1,-1,-1,-1,-1,0
50000,23,1,2,0,0,0,1
50000,22,0,0,0,0,-2,0
50000,22,0,0,0,0,0,0
60000,23,0,0,0,0,0,1
40000,23,0,0,0,0,2,0
50000,25,2,2,0,0,0,1
80000,25,0,0,0,0,0,0
50000,24,0,0,0,-1,0,0
10000,22,-1,-1,2,0,0,0
50000,24,0,0,0,0,-2,0
180000,24,0,0,-2,-1,-1,0
80000,25,-2,-2,-2,-2,-2,0
50000,25,1,-2,-2,-2,-2,1
50000,25,-1,-1,-1,2,0,0
30000,22,-2,-2,-2,-2,-2,0
50000,23,0,0,0,0,0,0
80000,24,0,0,0,0,0,0
150000,26,0,0,0,0,0,0
120000,24,-1,-1,-1,-1,-1,1
80000,24,2,2,-1,0,0,1
240000,24,0,0,0,0,0,0
30000,24,0,0,2,2,0,0
150000,25,0,0,0,0,0,0
50000,25,0,0,0,0,0,0
50000,24,0,0,0,0,0,0
230000,24,-1,0,0,0,-1,0
90000,24,0,0,0,0,0,0
230000,25,-2,-2,-2,-2,-2,0
90000,25,0,0,0,0,0,0
230000,25,0,0,0,0,0,0
230000,25,0,0,0,0,0,0
420000,25,0,-1,0,0,0,0
50000,25,0,0,0,0,0,0
70000,24,0,0,0,0,0,0
200000,25,-2,-2,-2,-2,-2,0
30000,25,0,0,0,0,0,0
60000,24,2,2,0,0,2,1
230000,25,-2,-2,-2,-2,-2,0
100000,25,0,0,0,0,0,0
420000,25,2,2,2,0,0,0
100000,25,-2,-2,-1,0,0,0
160000,26,0,0,2,-1,-1,0
260000,26,0,0,0,0,0,0
280000,26,0,-1,-1,-1,-1,0
70000,24,0,0,-2,-1,-1,0
50000,26,2,2,2,2,2,1
100000,26,2,2,2,2,2,1
100000,28,1,2,-1,-1,0,0
290000,26,-1,0,0,-1,0,0
180000,26,-1,-1,-2,-2,-2,0
300000,25,1,2,0,0,0,1
80000,25,0,0,0,0,0,0
90000,25,0,0,0,0,0,0
500000,29,0,0,0,0,0,1
40000,25,-1,-1,-1,-1,-1,0
170000,26,2,2,2,0,0,0
30000,25,0,0,0,0,0,0
120000,23,-2,-2,-2,-2,-2,0
100000,28,0,-1,2,2,-1,1
50000,28,1,-2,-2,-2,-2,0
360000,26,-1,-1,-1,-1,0,0
220000,26,0,0,0,0,0,0
110000,25,-2,-2,-2,-2,-2,0
110000,26,0,0,0,0,0,0
310000,26,0,0,0,0,0,0
50000,27,-1,-1,-1,-1,-1,0
50000,26,1,-2,-2,-2,-2,0
200000,26,0,0,0,0,0,0
120000,27,0,0,-1,-1,-2,0
80000,27,1,2,0,0,0,1
320000,27,0,0,0,0,0,0
210000,27,-1,-1,-1,-1,-1,0
90000,26,2,2,2,2,0,1
170000,26,0,0,0,0,0,0
310000,25,-2,-2,-2,-2,-2,0
360000,26,2,0,-1,0,-1,0
200000,26,-2,-2,-2,-2,-2,0
500000,26,0,0,0,0,0,0
300000,26,0,0,0,0,0,0
130000,26,1,2,0,0,0,1
260000,26,0,0,0,0,0,0
100000,27,0,0,0,0,0,0
70000,26,0,0,0,0,0,0
100000,26,0,0,0,2,0,1
80000,26,0,-1,-1,2,2,0
100000,25,2,0,0,2,0,1
70000,24,0,0,0,2,2,0
170000,27,2,2,2,0,0,0
30000,26,-1,2,2,2,0,0
20000,26,1,2,0,0,0,0
180000,26,-1,-1,-1,-1,-1,0
30000,27,2,0,0,2,2,1
80000,27,0,0,0,0,0,0
60000,27,0,0,0,2,2,0
150000,26,0,0,0,0,0,0
50000,23,2,0,0,0,0,0
360000,27,1,-2,-1,-1,0,0
70000,26,2,0,0,0,0,0
50000,27,2,0,0,0,2,1
90000,28,1,2,0,0,0,1
60000,27,0,0,0,0,0,0
360000,27,-2,-2,-2,-2,-2,0
70000,22,0,0,0,0,0,0
20000,23,3,2,2,2,2,1
110000,25,2,0,0,0,0,1
30000,25,0,0,0,0,-2,0
90000,25,0,0,0,-2,-2,0
210000,25,0,0,0,0,0,0
270000,27,0,0,0,0,0,0
60000,27,2,-1,-1,-1,-1,0
280000,24,-1,-1,-1,-1,-1,0
50000,25,0,0,0,0,-2,0
70000,25,0,0,0,0,0,0
140000,26,-1,-1,-1,-1,0,0
30000,26,0,0,0,0,0,1
70000,26,0,0,0,0,0,0
140000,27,-2,-2,-2,-2,-2,0
300000,30,-1,-1,-1,-1,0,0
80000,26,1,-2,-2,-2,-2,0
340000,27,0,0,0,0,-1,0
310000,27,0,0,0,0,0,0
110000,27,1,2,0,0,0,1
130000,27,0,0,0,0,0,0
280000,29,-2,-2,-2,-2,-2,0
100000,29,1,2,2,2,0,0
150000,29,0,0,0,0,0,0
130000,26,0,0,2,2,2,0
250000,27,0,0,0,0,0,0
200000,28,0,0,0,0,0,0
110000,28,2,2,2,0,0,0
160000,27,0,0,-1,0,0,0
80000,27,0,0,0,0,0,1
220000,27,0,0,0,-1,-1,0
20000,27,0,0,0,2,0,0
160000,26,1,2,2,2,-1,0
170000,26,-1,-1,-1,-1,-1,0
360000,26,0,0,0,0,0,0
50000,26,0,0,0,0,0,0
100000,27,0,0,0,0,0,0
150000,29,0,0,0,0,0,0
150000,29,0,-1,0,0,0,0
100000,29,0,0,0,0,0,0
200000,29,-1,-1,-1,-1,0,0
300000,27,0,0,0,0,0,0
130000,28,1,-1,-1,-1,-1,0
150000,28,0,0,0,0,0,0
110000,28,0,0,0,0,0,0
340000,28,-1,-1,-1,0,0,0
60000,25,0,0,0,0,0,0
90000,23,0,0,-1,-1,0,0
230000,29,1,2,0,0,0,0
200000,29,-1,-1,-1,-1,0,0
310000,28,-1,-1,2,-1,-1,0
150000,29,0,0,0,-1,-1,0
390000,29,-2,-2,-2,-2,-2,0
210000,29,1,-2,-2,-2,-2,1
290000,27,1,2,0,0,0,0
180000,26,-1,0,0,2,-1,0
140000,26,0,0,0,0,0,1
10000,26,2,2,2,2,2,0
80000,27,0,0,0,0,0,0
50000,27,3,2,2,7,7,1
110000,28,0,0,0,0,0,0
180000,29,-2,-2,-2,-2,-2,1
230000,27,0,0,0,0,0,0
80000,27,-1,3,2,2,2,0
50000,27,1,2,0,0,2,0
220000,28,0,0,0,0,0,0
30000,28,1,2,2,2,2,1
200000,26,0,0,0,0,-2,0
130000,26,0,0,0,0,0,0
360000,26,2,2,-2,-2,-2,0
140000,27,0,0,0,0,0,0
130000,27,-2,-2,-2,-2,-2,0
150000,28,1,-2,-2,-2,-2,0
20000,28,2,2,2,0,0,1
130000,28,2,0,0,0,0,0
190000,29,0,0,0,0,0,0
140000,25,2,0,0,0,0,1
180000,25,0,0,0,0,0,0
180000,28,-1,-1,-1,0,-1,0
50000,28,0,0,0,0,2,0
80000,27,-1,-1,-1,-1,-1,0
120000,27,1,1,-2,-2,-2,1
420000,28,0,0,0,0,0,0
90000,27,1,-1,-1,-1,-1,0
70000,27,0,0,0,0,0,0
200000,27,0,0,-1,-1,-2,0
240000,28,0,0,0,0,0,0
360000,28,-1,-1,-1,-1,-1,0
180000,28,0,0,0,0,0,0
160000,27,-1,-1,-1,-1,0,0
20000,29,0,0,0,0,0,0
30000,28,2,0,0,-1,-1,0
230000,28,0,0,0,0,0,0
240000,29,0,-1,0,0,0,0
200000,27,0,0,2,2,2,1
280000,28,-2,-2,-2,-2,-2,0
340000,29,0,0,-1,-1,-1,0
50000,25,0,0,0,0,0,0
200000,26,0,0,0,0,0,1
140000,27,2,-1,-1,-1,0,0
160000,29,-1,-1,0,0,0,0
50000,26,2,2,2,2,2,0
20000,28,2,2,2,2,2,1
170000,29,-2,-2,-2,-2,-2,0
140000,27,-1,-1,-1,-1,-1,0
150000,29,1,-1,-1,-2,-2,0
70000,25,1,2,0,0,0,0
50000,28,0,0,0,0,0,1
80000,28,0,0,0,0,-1,0
360000,29,-2,-2,-2,-2,-2,0
360000,27,1,-2,-2,-2,-2,0
130000,27,0,0,0,0,-1,0
120000,28,-1,-1,-1,-1,-1,0
110000,28,0,0,0,0,0,0
230000,28,0,0,0,0,0,0
110000,29,0,0,2,2,2,1
200000,28,-1,-1,-1,-1,-1,0
60000,28,-1,-1,-1,-1,-1,0
310000,28,0,0,0,0,0,0
160000,27,1,-1,-1,-1,-1,0
180000,27,0,0,0,0,0,0
170000,30,-1,-1,-1,-2,-1,0
240000,29,-1,-1,-1,-2,-1,0
160000,28,-1,-1,-2,-2,-2,0
200000,28,-2,-2,-2,-2,-2,0
60000,28,0,0,0,0,0,0
100000,28,0,0,0,0,0,0
60000,28,0,0,2,0,0,1
50000,31,-1,0,-1,-1,-1,0
120000,29,0,0,0,0,0,0
250000,30,-1,0,0,0,0,0
180000,30,-1,-1,-1,-1,-1,1
210000,30,0,0,0,0,0,0
360000,30,0,0,-2,-2,-2,0
210000,26,0,0,0,0,0,0
110000,29,0,0,0,-2,-1,0
270000,29,-1,-1,-1,-1,0,0
50000,29,0,0,2,0,0,0
220000,29,0,0,0,0,0,0
80000,30,-1,-1,0,-1,0,0
180000,31,-2,-2,-2,-2,-2,0
400000,31,-1,-1,-1,-1,-1,0
230000,30,0,0,0,0,0,0
90000,31,1,-2,-2,-2,-2,0
30000,29,1,2,2,2,0,1
150000,29,0,0,0,0,0,0
230000,29,2,-1,-1,-1,-1,0
510000,30,-1,-1,-1,-1,0,0
20000,30,1,2,0,0,0,1
150000,27,0,0,0,0,0,0
110000,24,0,0,0,0,0,0
250000,25,0,0,0,0,0,0
240000,29,1,-2,-2,-2,-2,0
150000,28,-1,-1,-2,-2,-2,0
420000,29,0,0,0,0,0,0
170000,30,0,0,0,0,0,0
220000,28,-1,0,-1,0,-1,0
160000,28,-2,-2,-2,-2,-2,0
150000,28,0,-1,-1,-1,0,0
150000,29,1,2,2,2,0,1
140000,27,-2,-2,-2,-2,-2,1
240000,27,0,-1,0,-1,0,0
20000,28,0,0,2,0,0,1
30000,29,2,0,0,0,-2,1
80000,29,2,0,0,0,0,0
400000,29,-1,-1,0,0,0,0
150000,27,0,0,0,0,0,0
180000,32,0,0,0,0,0,0
360000,32,0,0,0,0,0,0
160000,30,-1,-1,-1,0,-1,1
80000,30,0,0,2,0,0,0
240000,32,1,-2,-2,-1,-1,0
50000,33,0,0,0,-1,0,1
50000,34,-2,-1,0,0,0,0
50000,29,0,0,0,0,0,1
200000,30,-2,-2,-2,-2,-2,0
50000,29,2,0,0,2,0,0
140000,30,0,0,2,0,0,0
310000,29,0,-1,0,-1,-1,0
430000,30,0,0,0,0,0,0
100000,30,0,0,0,0,0,0
500000,29,0,0,0,0,-1,0
200000,29,0,0,0,0,0,1
140000,29,0,0,2,0,0,0
200000,30,-2,-1,2,-1,-1,0
200000,28,-2,-1,0,0,0,0
100000,28,0,0,0,2,0,0
180000,28,2,0,0,0,0,0
190000,28,0,0,0,0,0,0
50000,28,0,0,0,0,0,0
440000,31,0,-1,-1,-1,-1,0
30000,30,-1,2,-1,-1,-1,0
180000,29,-1,-1,-2,-2,-2,0
150000,29,-2,-2,-2,-2,-2,1
390000,29,0,0,0,0,0,0
30000,31,0,0,0,0,0,0
10000,32,-1,-1,0,0,0,1
270000,32,0,0,0,0,0,0
20000,32,3,2,2,7,7,1
50000,34,0,0,0,2,2,0
60000,33,1,2,0,0,0,0
50000,34,2,2,2,2,2,1
20000,40,0,0,0,0,0,0
80000,35,1,2,2,2,2,1
50000,47,0,0,0,0,0,0
